	Gene	merge1
6198	AT1G71760.Araport11.447	67
6199	AT1G71770.Araport11.447	7
6200	AT1G71780.Araport11.447	2383
6201	AT1G71790.Araport11.447	838
6202	AT1G71800.Araport11.447	350
6203	AT1G71810.Araport11.447	92
6204	AT1G71820.Araport11.447	905
6205	AT1G71830.Araport11.447	442
6206	AT1G71840.Araport11.447	750
6207	AT1G71850.Araport11.447	401
6208	AT1G71860.Araport11.447	2852
6209	AT1G71865.Araport11.447	376
6210	AT1G71866.Araport11.447	0
6211	AT1G71870.Araport11.447	316
6212	AT1G71880.Araport11.447	1036
6213	AT1G71890.Araport11.447	4
6214	AT1G71900.Araport11.447	847
6215	AT1G71910.Araport11.447	149
6216	AT1G71920.Araport11.447	5
6217	AT1G71930.Araport11.447	82
6218	AT1G71940.Araport11.447	839
6219	AT1G71950.Araport11.447	3172
6220	AT1G71960.Araport11.447	574
6221	AT1G71970.Araport11.447	160
6222	AT1G71980.Araport11.447	1238
6223	AT1G71990.Araport11.447	190
6224	AT1G72000.Araport11.447	4
6225	AT1G72010.Araport11.447	481
6226	AT1G72020.Araport11.447	13649
6227	AT1G72030.Araport11.447	23
6228	AT1G72040.Araport11.447	502
6229	AT1G72050.Araport11.447	1080
6230	AT1G72060.Araport11.447	5
6231	AT1G72070.Araport11.447	104
6232	AT1G72080.Araport11.447	0
6233	AT1G72090.Araport11.447	579
6234	AT1G72100.Araport11.447	7
6235	AT1G72110.Araport11.447	0
6236	AT1G72120.Araport11.447	202
6237	AT1G72125.Araport11.447	486
6238	AT1G72130.Araport11.447	669
6239	AT1G72140.Araport11.447	390
6240	AT1G72141.Araport11.447	1
6241	AT1G72150.Araport11.447	7130
6242	AT1G72160.Araport11.447	5477
6243	AT1G72170.Araport11.447	1816
6244	AT1G72175.Araport11.447	1243
6245	AT1G72180.Araport11.447	258
6246	AT1G72190.Araport11.447	271
6247	AT1G72200.Araport11.447	1275
6248	AT1G72210.Araport11.447	421
6249	AT1G72220.Araport11.447	113
6250	AT1G72230.Araport11.447	4014
6251	AT1G72240.Araport11.447	306
6252	AT1G72250.Araport11.447	161
6253	AT1G72260.Araport11.447	0
6254	AT1G72270.Araport11.447	19
6255	AT1G72275.Araport11.447	74
6256	AT1G72280.Araport11.447	198
6257	AT1G72290.Araport11.447	1
6258	AT1G72300.Araport11.447	510
6259	AT1G72310.Araport11.447	1831
6260	AT1G72320.Araport11.447	579
6261	AT1G72330.Araport11.447	339
6262	AT1G72340.Araport11.447	1245
6263	AT1G72350.Araport11.447	0
6264	AT1G72360.Araport11.447	143
6265	AT1G72370.Araport11.447	52078
6266	AT1G72390.Araport11.447	371
6267	AT1G72410.Araport11.447	502
6268	AT1G72416.Araport11.447	310
6269	AT1G72420.Araport11.447	505
6270	AT1G72430.Araport11.447	984
6271	AT1G72440.Araport11.447	425
6272	AT1G72450.Araport11.447	247
6273	AT1G72460.Araport11.447	5
6274	AT1G72470.Araport11.447	633
6275	AT1G72480.Araport11.447	881
6276	AT1G72490.Araport11.447	766
6277	AT1G72500.Araport11.447	285
6278	AT1G72510.Araport11.447	5866
6279	AT1G72520.Araport11.447	41
6280	AT1G72530.Araport11.447	128
6281	AT1G72540.Araport11.447	2
6282	AT1G72545.Araport11.447	0
6283	AT1G72550.Araport11.447	1382
6284	AT1G72560.Araport11.447	250
6285	AT1G72570.Araport11.447	3
6286	AT1G72580.Araport11.447	3
6287	AT1G72590.Araport11.447	13
6288	AT1G72600.Araport11.447	67
6289	AT1G72610.Araport11.447	1
6290	AT1G72620.Araport11.447	8
6291	AT1G72630.Araport11.447	811
6292	AT1G72640.Araport11.447	64
6293	AT1G72645.Araport11.447	71
6294	AT1G72650.Araport11.447	759
6295	AT1G72660.Araport11.447	9
6296	AT1G72670.Araport11.447	167
6297	AT1G72680.Araport11.447	3379
6298	AT1G72690.Araport11.447	378
6299	AT1G72700.Araport11.447	873
6300	AT1G72710.Araport11.447	2262
6301	AT1G72720.Araport11.447	29
6302	AT1G72730.Araport11.447	1381
6303	AT1G72740.Araport11.447	518
6304	AT1G72750.Araport11.447	2126
6305	AT1G72755.Araport11.447	0
6306	AT1G72760.Araport11.447	14
6307	AT1G72770.Araport11.447	802
6308	AT1G72790.Araport11.447	670
6309	AT1G72800.Araport11.447	137
6310	AT1G72810.Araport11.447	387
6311	AT1G72820.Araport11.447	1552
6312	AT1G72830.Araport11.447	411
6313	AT1G72840.Araport11.447	166
6314	AT1G72850.Araport11.447	350
6315	AT1G72860.Araport11.447	297
6316	AT1G72870.Araport11.447	179
6317	AT1G72880.Araport11.447	1113
6318	AT1G72890.Araport11.447	178
6319	AT1G72900.Araport11.447	235
6320	AT1G72910.Araport11.447	6
6321	AT1G72920.Araport11.447	85
6322	AT1G72930.Araport11.447	54
6323	AT1G72940.Araport11.447	139
6324	AT1G72950.Araport11.447	47
6325	AT1G72960.Araport11.447	16
6326	AT1G72970.Araport11.447	229
6327	AT1G72980.Araport11.447	1
6328	AT1G72990.Araport11.447	360
6329	AT1G73000.Araport11.447	11
6330	AT1G73010.Araport11.447	42
6331	AT1G73020.Araport11.447	90
6332	AT1G73030.Araport11.447	3166
6333	AT1G73040.Araport11.447	22
6334	AT1G73050.Araport11.447	9
6335	AT1G73060.Araport11.447	660
6336	AT1G73065.Araport11.447	0
6337	AT1G73066.Araport11.447	22
6338	AT1G73080.Araport11.447	346
6339	AT1G73090.Araport11.447	85
6340	AT1G73100.Araport11.447	317
6341	AT1G73110.Araport11.447	32
6342	AT1G73120.Araport11.447	4
6343	AT1G73130.Araport11.447	158
6344	AT1G73140.Araport11.447	28
6345	AT1G73150.Araport11.447	285
6346	AT1G73160.Araport11.447	204
6347	AT1G73165.Araport11.447	265
6348	AT1G73170.Araport11.447	696
6349	AT1G73177.Araport11.447	353
6350	AT1G73180.Araport11.447	1691
6351	AT1G73190.Araport11.447	2
6352	AT1G73200.Araport11.447	347
6353	AT1G73210.Araport11.447	277
6354	AT1G73220.Araport11.447	30
6355	AT1G73230.Araport11.447	11933
6356	AT1G73240.Araport11.447	289
6357	AT1G73250.Araport11.447	590
6358	AT1G73260.Araport11.447	21733
6359	AT1G73270.Araport11.447	421
6360	AT1G73280.Araport11.447	789
6361	AT1G73290.Araport11.447	162
6362	AT1G73300.Araport11.447	1150
6363	AT1G73310.Araport11.447	399
6364	AT1G73320.Araport11.447	179
6365	AT1G73325.Araport11.447	0
6366	AT1G73330.Araport11.447	18591
6367	AT1G73340.Araport11.447	750
6368	AT1G73350.Araport11.447	835
6369	AT1G73360.Araport11.447	45
6370	AT1G73370.Araport11.447	117
6371	AT1G73380.Araport11.447	508
6372	AT1G73390.Araport11.447	261
6373	AT1G73400.Araport11.447	95
6374	AT1G73410.Araport11.447	451
6375	AT1G73430.Araport11.447	961
6376	AT1G73440.Araport11.447	468
6377	AT1G73450.Araport11.447	139
6378	AT1G73460.Araport11.447	242
6379	AT1G73470.Araport11.447	286
6380	AT1G73480.Araport11.447	240
6381	AT1G73490.Araport11.447	2912
6382	AT1G73500.Araport11.447	580
6383	AT1G73510.Araport11.447	4
6384	AT1G73530.Araport11.447	214
6385	AT1G73540.Araport11.447	375
6386	AT1G73550.Araport11.447	4
6387	AT1G73560.Araport11.447	0
6388	AT1G73570.Araport11.447	59
6389	AT1G73580.Araport11.447	806
6390	AT1G73590.Araport11.447	715
6391	AT1G73600.Araport11.447	58
6392	AT1G73603.Araport11.447	4
6393	AT1G73607.Araport11.447	4
6394	AT1G73610.Araport11.447	22
6395	AT1G73620.Araport11.447	6669
6396	AT1G73630.Araport11.447	127
6397	AT1G73640.Araport11.447	417
6398	AT1G73650.Araport11.447	1834
6399	AT1G73655.Araport11.447	479
6400	AT1G73660.Araport11.447	450
6401	AT1G73670.Araport11.447	508
6402	AT1G73680.Araport11.447	273
6403	AT1G73690.Araport11.447	139
6404	AT1G73700.Araport11.447	3
6405	AT1G73710.Araport11.447	191
6406	AT1G73720.Araport11.447	2020
6407	AT1G73730.Araport11.447	267
6408	AT1G73740.Araport11.447	141
6409	AT1G73750.Araport11.447	208
6410	AT1G73760.Araport11.447	554
6411	AT1G73770.Araport11.447	182
6412	AT1G73780.Araport11.447	62
6413	AT1G73790.Araport11.447	20
6414	AT1G73805.Araport11.447	28
6415	AT1G73810.Araport11.447	32
6416	AT1G73820.Araport11.447	738
6417	AT1G73830.Araport11.447	16
6418	AT1G73840.Araport11.447	1198
6419	AT1G73850.Araport11.447	313
6420	AT1G73860.Araport11.447	176
6421	AT1G73870.Araport11.447	6
6422	AT1G73875.Araport11.447	526
6423	AT1G73880.Araport11.447	270
6424	AT1G73885.Araport11.447	768
6425	AT1G73890.Araport11.447	3
6426	AT1G73910.Araport11.447	54
6427	AT1G73920.Araport11.447	675
6428	AT1G73930.Araport11.447	420
6429	AT1G73940.Araport11.447	5647
6430	AT1G73950.Araport11.447	255
6431	AT1G73960.Araport11.447	247
6432	AT1G73965.Araport11.447	160
6433	AT1G73970.Araport11.447	162
6434	AT1G73980.Araport11.447	632
6435	AT1G73990.Araport11.447	301
6436	AT1G74000.Araport11.447	211
6437	AT1G74010.Araport11.447	100
6438	AT1G74020.Araport11.447	3426
6439	AT1G74030.Araport11.447	2024
6440	AT1G74035.Araport11.447	0
6441	AT1G74040.Araport11.447	282
6442	AT1G74045.Araport11.447	2
6443	AT1G74050.Araport11.447	12814
6444	AT1G74060.Araport11.447	16402
6445	AT1G74055.Araport11.447	0
6446	AT1G74070.Araport11.447	56
6447	AT1G74080.Araport11.447	116
6448	AT1G74088.Araport11.447	165
6449	AT1G74090.Araport11.447	702
6450	AT1G74100.Araport11.447	2461
6451	AT1G74110.Araport11.447	3
6452	AT1G74120.Araport11.447	120
6453	AT1G74130.Araport11.447	1
6454	AT1G74140.Araport11.447	4
6455	AT1G74150.Araport11.447	48
6456	AT1G74160.Araport11.447	542
6457	AT1G74170.Araport11.447	60
6458	AT1G74180.Araport11.447	32
6459	AT1G74190.Araport11.447	1
6460	AT1G74200.Araport11.447	53
6461	AT1G74210.Araport11.447	1940
6462	AT1G74220.Araport11.447	2
6463	AT1G74230.Araport11.447	2580
6464	AT1G74240.Araport11.447	323
6465	AT1G74250.Araport11.447	983
6466	AT1G74260.Araport11.447	1190
6467	AT1G74270.Araport11.447	10033
6468	AT1G74280.Araport11.447	794
6469	AT1G74290.Araport11.447	9
6470	AT1G74300.Araport11.447	258
6471	AT1G74310.Araport11.447	98
6472	AT1G74320.Araport11.447	399
6473	AT1G74330.Araport11.447	121
6474	AT1G74340.Araport11.447	1891
6475	AT1G74350.Araport11.447	13
6476	AT1G74360.Araport11.447	121
6477	AT1G74370.Araport11.447	355
6478	AT1G74380.Araport11.447	1642
6479	AT1G74385.Araport11.447	0
6480	AT1G74390.Araport11.447	68
6481	AT1G74400.Araport11.447	28
6482	AT1G74410.Araport11.447	430
6483	AT1G74420.Araport11.447	14
6484	AT1G74430.Araport11.447	7
6485	AT1G74440.Araport11.447	99
6486	AT1G74450.Araport11.447	170
6487	AT1G74458.Araport11.447	4466
6488	AT1G74460.Araport11.447	5266
6489	AT1G74470.Araport11.447	1196
6490	AT1G74480.Araport11.447	1
6491	AT1G74490.Araport11.447	256
6492	AT1G74500.Araport11.447	3768
6493	AT1G74510.Araport11.447	1533
6494	AT1G74520.Araport11.447	507
6495	AT1G74530.Araport11.447	793
6496	AT1G74540.Araport11.447	31
6497	AT1G74550.Araport11.447	6
6498	AT1G74560.Araport11.447	5557
6499	AT1G74580.Araport11.447	14
6500	AT1G74590.Araport11.447	199
6501	AT1G74600.Araport11.447	73
6502	AT1G74620.Araport11.447	3
6503	AT1G74630.Araport11.447	5
6504	AT1G74640.Araport11.447	377
6505	AT1G74650.Araport11.447	35
6506	AT1G74660.Araport11.447	2051
6507	AT1G74670.Araport11.447	28
6508	AT1G74675.Araport11.447	1
6509	AT1G74680.Araport11.447	465
6510	AT1G74690.Araport11.447	1271
6511	AT1G74700.Araport11.447	301
6512	AT1G74710.Araport11.447	110
6513	AT1G74720.Araport11.447	307
6514	AT1G74730.Araport11.447	120
6515	AT1G74740.Araport11.447	706
6516	AT1G74750.Araport11.447	125
6517	AT1G74770.Araport11.447	146
6518	AT1G74780.Araport11.447	488
6519	AT1G74790.Araport11.447	1354
6520	AT1G74800.Araport11.447	380
6521	AT1G74810.Araport11.447	37
6522	AT1G74820.Araport11.447	3
6523	AT1G74830.Araport11.447	108
6524	AT1G74840.Araport11.447	11071
6525	AT1G74850.Araport11.447	50
6526	AT1G74860.Araport11.447	118
6527	AT1G74870.Araport11.447	23
6528	AT1G74875.Araport11.447	2
6529	AT1G74880.Araport11.447	40
6530	AT1G74890.Araport11.447	5
6531	AT1G74900.Araport11.447	35
6532	AT1G74910.Araport11.447	2498
6533	AT1G74920.Araport11.447	3226
6534	AT1G74930.Araport11.447	16
6535	AT1G74929.Araport11.447	0
6536	AT1G74940.Araport11.447	893
6537	AT1G74950.Araport11.447	597
6538	AT1G74960.Araport11.447	1258
6539	AT1G74970.Araport11.447	729
6540	AT1G74990.Araport11.447	3
6541	AT1G75000.Araport11.447	111
6542	AT1G75010.Araport11.447	223
6543	AT1G75020.Araport11.447	736
6544	AT1G75030.Araport11.447	1911
6545	AT1G75040.Araport11.447	9
6546	AT1G75050.Araport11.447	0
6547	AT1G75060.Araport11.447	99
6548	AT1G75080.Araport11.447	678
6549	AT1G75090.Araport11.447	97
6550	AT1G75100.Araport11.447	65
6551	AT1G75110.Araport11.447	67
6552	AT1G75120.Araport11.447	15
6553	AT1G75125.Araport11.447	27
6554	AT1G75130.Araport11.447	1072
6555	AT1G75140.Araport11.447	970
6556	AT1G75150.Araport11.447	201
6557	AT1G75160.Araport11.447	20
6558	AT1G75170.Araport11.447	1401
6559	AT1G75180.Araport11.447	571
6560	AT1G75190.Araport11.447	361
6561	AT1G75200.Araport11.447	299
6562	AT1G75210.Araport11.447	411
6563	AT1G75220.Araport11.447	1733
6564	AT1G75230.Araport11.447	498
6565	AT1G75240.Araport11.447	9
6566	AT1G75250.Araport11.447	48
6567	AT1G75260.Araport11.447	20
6568	AT1G75270.Araport11.447	4865
6569	AT1G75280.Araport11.447	1907
6570	AT1G75290.Araport11.447	62
6571	AT1G75300.Araport11.447	281
6572	AT1G75310.Araport11.447	334
6573	AT1G75330.Araport11.447	2448
6574	AT1G75335.Araport11.447	424
6575	AT1G75340.Araport11.447	272
6576	AT1G75350.Araport11.447	592
6577	AT1G75360.Araport11.447	4
6578	AT1G75370.Araport11.447	309
6579	AT1G75380.Araport11.447	3308
6580	AT1G75390.Araport11.447	281
6581	AT1G75400.Araport11.447	814
6582	AT1G75410.Araport11.447	803
6583	AT1G75420.Araport11.447	360
6584	AT1G75430.Araport11.447	12
6585	AT1G75440.Araport11.447	748
6586	AT1G75450.Araport11.447	200
6587	AT1G75460.Araport11.447	23
6588	AT1G75470.Araport11.447	0
6589	AT1G75490.Araport11.447	19
6590	AT1G75500.Araport11.447	3917
6591	AT1G75510.Araport11.447	1307
6592	AT1G75520.Araport11.447	29
6593	AT1G75530.Araport11.447	1
6594	AT1G75540.Araport11.447	5285
6595	AT1G75550.Araport11.447	25
6596	AT1G75560.Araport11.447	3173
6597	AT1G75580.Araport11.447	132
6598	AT1G75590.Araport11.447	107
6599	AT1G75600.Araport11.447	8
6600	AT1G75620.Araport11.447	244
6601	AT1G75630.Araport11.447	11407
6602	AT1G75640.Araport11.447	245
6603	AT1G75660.Araport11.447	1347
6604	AT1G75670.Araport11.447	716
6605	AT1G75680.Araport11.447	4032
6606	AT1G75690.Araport11.447	84
6607	AT1G75700.Araport11.447	90
6608	AT1G75710.Araport11.447	730
6609	AT1G75717.Araport11.447	13
6610	AT1G75720.Araport11.447	134
6611	AT1G75730.Araport11.447	247
6612	AT1G75750.Araport11.447	55365
6613	AT1G75760.Araport11.447	1304
6614	AT1G75770.Araport11.447	95
6615	AT1G75780.Araport11.447	1252
6616	AT1G75785.Araport11.447	0
6617	AT1G75790.Araport11.447	0
6618	AT1G75800.Araport11.447	3162
6619	AT1G75810.Araport11.447	547
6620	AT1G75820.Araport11.447	249
6621	AT1G75830.Araport11.447	4
6622	AT1G75840.Araport11.447	2667
6623	AT1G75850.Araport11.447	1292
6624	AT1G75860.Araport11.447	679
6625	AT1G75870.Araport11.447	0
6626	AT1G75880.Araport11.447	1
6627	AT1G75890.Araport11.447	13
6628	AT1G75900.Araport11.447	5
6629	AT1G75910.Araport11.447	1
6630	AT1G75920.Araport11.447	26
6631	AT1G75930.Araport11.447	3
6632	AT1G75940.Araport11.447	4
6633	AT1G75945.Araport11.447	410
6634	AT1G75950.Araport11.447	13306
6635	AT1G75960.Araport11.447	49
6636	AT1G75980.Araport11.447	857
6637	AT1G75990.Araport11.447	1807
6638	AT1G76010.Araport11.447	6160
6639	AT1G76020.Araport11.447	393
6640	AT1G76030.Araport11.447	1693
6641	AT1G76040.Araport11.447	350
6642	AT1G76050.Araport11.447	274
6643	AT1G76060.Araport11.447	769
6644	AT1G76065.Araport11.447	279
6645	AT1G76070.Araport11.447	655
6646	AT1G76080.Araport11.447	206
6647	AT1G76090.Araport11.447	17677
6648	AT1G76100.Araport11.447	48
6649	AT1G76110.Araport11.447	71
6650	AT1G76120.Araport11.447	459
6651	AT1G76130.Araport11.447	72
6652	AT1G76140.Araport11.447	448
6653	AT1G76150.Araport11.447	3066
6654	AT1G76160.Araport11.447	3642
6655	AT1G76170.Araport11.447	187
6656	AT1G76180.Araport11.447	21728
6657	AT1G76185.Araport11.447	563
6658	AT1G76190.Araport11.447	4
6659	AT1G76200.Araport11.447	12602
6660	AT1G76210.Araport11.447	9
6661	AT1G76220.Araport11.447	128
6662	AT1G76230.Araport11.447	25
6663	AT1G76240.Araport11.447	1068
6664	AT1G76250.Araport11.447	276
6665	AT1G76260.Araport11.447	1142
6666	AT1G76270.Araport11.447	152
6667	AT1G76280.Araport11.447	211
6668	AT1G76290.Araport11.447	4
6669	AT1G76300.Araport11.447	1544
6670	AT1G76310.Araport11.447	534
6671	AT1G76320.Araport11.447	255
6672	AT1G76340.Araport11.447	1255
6673	AT1G76350.Araport11.447	207
6674	AT1G76360.Araport11.447	277
6675	AT1G76370.Araport11.447	4
6676	AT1G76380.Araport11.447	403
6677	AT1G76390.Araport11.447	203
6678	AT1G76400.Araport11.447	2853
6679	AT1G76405.Araport11.447	872
6680	AT1G76410.Araport11.447	934
6681	AT1G76420.Araport11.447	4
6682	AT1G76430.Araport11.447	27
6683	AT1G76440.Araport11.447	535
6684	AT1G76450.Araport11.447	219
6685	AT1G76460.Araport11.447	549
6686	AT1G76465.Araport11.447	0
6687	AT1G76470.Araport11.447	321
6688	AT1G76480.Araport11.447	18
6689	AT1G76490.Araport11.447	5400
6690	AT1G76500.Araport11.447	1049
6691	AT1G76510.Araport11.447	539
6692	AT1G76520.Araport11.447	3609
6693	AT1G76530.Araport11.447	3
6694	AT1G76540.Araport11.447	1469
6695	AT1G76550.Araport11.447	1545
6696	AT1G76560.Araport11.447	2790
6697	AT1G76570.Araport11.447	109
6698	AT1G76580.Araport11.447	111
6699	AT1G76590.Araport11.447	253
6700	AT1G76600.Araport11.447	1282
6701	AT1G76610.Araport11.447	9
6702	AT1G76620.Araport11.447	22
6703	AT1G76630.Araport11.447	139
6704	AT1G76640.Araport11.447	41
6705	AT1G76650.Araport11.447	60
6706	AT1G76660.Araport11.447	392
6707	AT1G76670.Araport11.447	4317
6708	AT1G76680.Araport11.447	14373
6709	AT1G76690.Araport11.447	4156
6710	AT1G76700.Araport11.447	553
6711	AT1G76705.Araport11.447	20
6712	AT1G76710.Araport11.447	350
6713	AT1G76720.Araport11.447	97
6714	AT1G76728.Araport11.447	0
6715	AT1G76730.Araport11.447	132
6716	AT1G76740.Araport11.447	48
6717	AT1G76750.Araport11.447	0
6718	AT1G76760.Araport11.447	1211
6719	AT1G76770.Araport11.447	17
6720	AT1G76780.Araport11.447	123
6721	AT1G76790.Araport11.447	3784
6722	AT1G76800.Araport11.447	35
6723	AT1G76810.Araport11.447	2952
6724	AT1G76820.Araport11.447	27
6725	AT1G76830.Araport11.447	1
6726	AT1G76840.Araport11.447	0
6727	AT1G76850.Araport11.447	387
6728	AT1G76860.Araport11.447	2568
6729	AT1G76870.Araport11.447	77
6730	AT1G76880.Araport11.447	597
6731	AT1G76890.Araport11.447	941
6732	AT1G76900.Araport11.447	1901
6733	AT1G76910.Araport11.447	2
6734	AT1G76920.Araport11.447	1522
6735	AT1G76930.Araport11.447	4707
6736	AT1G76940.Araport11.447	696
6737	AT1G76950.Araport11.447	722
6738	AT1G76952.Araport11.447	81
6739	AT1G76954.Araport11.447	0
6740	AT1G76955.Araport11.447	4
6741	AT1G76960.Araport11.447	0
6742	AT1G76965.Araport11.447	1
6743	AT1G76970.Araport11.447	643
6744	AT1G76980.Araport11.447	1258
6745	AT1G76990.Araport11.447	10346
6746	AT1G76994.Araport11.447	0
6747	AT1G77000.Araport11.447	513
6748	AT1G77010.Araport11.447	20
6749	AT1G77020.Araport11.447	763
6750	AT1G77030.Araport11.447	420
6751	AT1G77060.Araport11.447	137
6752	AT1G77080.Araport11.447	2109
6753	AT1G77090.Araport11.447	27
6754	AT1G77093.Araport11.447	7
6755	AT1G77100.Araport11.447	0
6756	AT1G77110.Araport11.447	5
6757	AT1G77120.Araport11.447	68
6758	AT1G77122.Araport11.447	158
6759	AT1G77130.Araport11.447	2633
6760	AT1G77140.Araport11.447	858
6761	AT1G77145.Araport11.447	84
6762	AT1G77150.Araport11.447	0
6763	AT1G77160.Araport11.447	2
6764	AT1G77170.Araport11.447	57
6765	AT1G77180.Araport11.447	2796
6766	AT1G77200.Araport11.447	90
6767	AT1G77210.Araport11.447	7
6768	AT1G77220.Araport11.447	420
6769	AT1G77230.Araport11.447	160
6770	AT1G77240.Araport11.447	0
6771	AT1G77250.Araport11.447	328
6772	AT1G77260.Araport11.447	436
6773	AT1G77270.Araport11.447	3
6774	AT1G77280.Araport11.447	171
6775	AT1G77290.Araport11.447	200
6776	AT1G77300.Araport11.447	480
6777	AT1G77310.Araport11.447	155
6778	AT1G77320.Araport11.447	168
6779	AT1G77330.Araport11.447	11373
6780	AT1G77340.Araport11.447	0
6781	AT1G77350.Araport11.447	3700
6782	AT1G77360.Araport11.447	62
6783	AT1G77370.Araport11.447	2831
6784	AT1G77380.Araport11.447	116
6785	AT1G77390.Araport11.447	37
6786	AT1G77400.Araport11.447	82
6787	AT1G77405.Araport11.447	26
6788	AT1G77410.Araport11.447	32
6789	AT1G77420.Araport11.447	1271
6790	AT1G77440.Araport11.447	2449
6791	AT1G77450.Araport11.447	3958
6792	AT1G77460.Araport11.447	99
6793	AT1G77470.Araport11.447	1203
6794	AT1G77480.Araport11.447	544
6795	AT1G77490.Araport11.447	125
6796	AT1G77500.Araport11.447	447
6797	AT1G77510.Araport11.447	2864
6798	AT1G77520.Araport11.447	31
6799	AT1G77525.Araport11.447	9
6800	AT1G77530.Araport11.447	41
6801	AT1G77540.Araport11.447	1067
6802	AT1G77550.Araport11.447	452
6803	AT1G77570.Araport11.447	32
6804	AT1G77580.Araport11.447	350
6805	AT1G77590.Araport11.447	1434
6806	AT1G77600.Araport11.447	166
6807	AT1G77610.Araport11.447	1498
6808	AT1G77620.Araport11.447	236
6809	AT1G77630.Araport11.447	381
6810	AT1G77640.Araport11.447	154
6811	AT1G77650.Araport11.447	7
6812	AT1G77655.Araport11.447	1
6813	AT1G77660.Araport11.447	227
6814	AT1G77670.Araport11.447	1288
6815	AT1G77680.Araport11.447	175
6816	AT1G77682.Araport11.447	2
6817	AT1G77690.Araport11.447	6452
6818	AT1G77700.Araport11.447	99
6819	AT1G77710.Araport11.447	5132
6820	AT1G77720.Araport11.447	321
6821	AT1G77730.Araport11.447	54
6822	AT1G77740.Araport11.447	345
6823	AT1G77750.Araport11.447	1442
6824	AT1G77760.Araport11.447	106
6825	AT1G77765.Araport11.447	49
6826	AT1G77770.Araport11.447	2070
6827	AT1G77780.Araport11.447	1
6828	AT1G77790.Araport11.447	8
6829	AT1G77800.Araport11.447	216
6830	AT1G77810.Araport11.447	284
6831	AT1G77815.Araport11.447	2
6832	AT1G77830.Araport11.447	0
6833	AT1G77840.Araport11.447	805
6834	AT1G77850.Araport11.447	115
6835	AT1G77855.Araport11.447	82
6836	AT1G77860.Araport11.447	4
6837	AT1G77870.Araport11.447	10
6838	AT1G77880.Araport11.447	49
6839	AT1G77885.Araport11.447	4812
6840	AT1G77890.Araport11.447	296
6841	AT1G77910.Araport11.447	1
6842	AT1G77920.Araport11.447	1627
6843	AT1G77930.Araport11.447	791
6844	AT1G77932.Araport11.447	0
6845	AT1G77940.Araport11.447	30707
6846	AT1G77950.Araport11.447	10
6847	AT1G77960.Araport11.447	3
6848	AT1G77980.Araport11.447	4
6849	AT1G77990.Araport11.447	145
