	Gene	merge1
14161	AT3G25280.Araport11.447	6
14162	AT3G25290.Araport11.447	830
14163	AT3G25400.Araport11.447	293
14164	AT3G25410.Araport11.447	128
14165	AT3G25420.Araport11.447	7
14166	AT3G25430.Araport11.447	195
14167	AT3G25440.Araport11.447	186
14168	AT3G25460.Araport11.447	9
14169	AT3G25470.Araport11.447	1477
14170	AT3G25480.Araport11.447	279
14171	AT3G25490.Araport11.447	4
14172	AT3G25493.Araport11.447	0
14173	AT3G25500.Araport11.447	571
14174	AT3G25505.Araport11.447	6
14175	AT3G25510.Araport11.447	21
14176	AT3G25520.Araport11.447	38416
14177	AT3G25530.Araport11.447	2676
14178	AT3G25540.Araport11.447	1492
14179	AT3G25545.Araport11.447	1446
14180	AT3G25550.Araport11.447	6
14181	AT3G25560.Araport11.447	109
14182	AT3G25570.Araport11.447	57
14183	AT3G25573.Araport11.447	6
14184	AT3G25577.Araport11.447	2
14185	AT3G25580.Araport11.447	1374
14186	AT3G25585.Araport11.447	7028
14187	AT3G25590.Araport11.447	22
14188	AT3G25597.Araport11.447	711
14189	AT3G25600.Araport11.447	754
14190	AT3G25610.Araport11.447	264
14191	AT3G25620.Araport11.447	16
14192	AT3G25640.Araport11.447	479
14193	AT3G25650.Araport11.447	0
14194	AT3G25655.Araport11.447	115
14195	AT3G25660.Araport11.447	362
14196	AT3G25670.Araport11.447	7
14197	AT3G25680.Araport11.447	253
14198	AT3G25690.Araport11.447	124
14199	AT3G25700.Araport11.447	320
14200	AT3G25710.Araport11.447	963
14201	AT3G25716.Araport11.447	1
14202	AT3G25717.Araport11.447	646
14203	AT3G25719.Araport11.447	4
14204	AT3G25720.Araport11.447	6
14205	AT3G25727.Araport11.447	2
14206	AT3G25730.Araport11.447	694
14207	AT3G25740.Araport11.447	111
14208	AT3G25750.Araport11.447	0
14209	AT3G25760.Araport11.447	14
14210	AT3G25770.Araport11.447	30
14211	AT3G25780.Araport11.447	1543
14212	AT3G25790.Araport11.447	555
14213	AT3G25800.Araport11.447	2243
14214	AT3G25805.Araport11.447	184
14215	AT3G25810.Araport11.447	4
14216	AT3G25820.Araport11.447	2
14217	AT3G25830.Araport11.447	0
14218	AT3G25840.Araport11.447	976
14219	AT3G25850.Araport11.447	4
14220	AT3G25855.Araport11.447	77
14221	AT3G25860.Araport11.447	3859
14222	AT3G25870.Araport11.447	524
14223	AT3G25880.Araport11.447	8
14224	AT3G25882.Araport11.447	230
14225	AT3G25890.Araport11.447	324
14226	AT3G25900.Araport11.447	2189
14227	AT3G25905.Araport11.447	18
14228	AT3G25910.Araport11.447	2331
14229	AT3G25920.Araport11.447	681
14230	AT3G25930.Araport11.447	17887
14231	AT3G25940.Araport11.447	498
14232	AT3G25950.Araport11.447	257
14233	AT3G25960.Araport11.447	0
14234	AT3G25970.Araport11.447	107
14235	AT3G25980.Araport11.447	613
14236	AT3G25990.Araport11.447	27
14237	AT3G26000.Araport11.447	713
14238	AT3G26010.Araport11.447	5
14239	AT3G26020.Araport11.447	680
14240	AT3G26030.Araport11.447	1875
14241	AT3G26040.Araport11.447	6
14242	AT3G26050.Araport11.447	231
14243	AT3G26060.Araport11.447	192
14244	AT3G26070.Araport11.447	231
14245	AT3G26080.Araport11.447	85
14246	AT3G26085.Araport11.447	182
14247	AT3G26090.Araport11.447	914
14248	AT3G26100.Araport11.447	866
14249	AT3G26110.Araport11.447	5
14250	AT3G26115.Araport11.447	53
14251	AT3G26120.Araport11.447	17
14252	AT3G26130.Araport11.447	38
14253	AT3G26125.Araport11.447	0
14254	AT3G26135.Araport11.447	85
14255	AT3G26140.Araport11.447	6
14256	AT3G26147.Araport11.447	0
14257	AT3G26150.Araport11.447	1
14258	AT3G26160.Araport11.447	0
14259	AT3G26170.Araport11.447	8
14260	AT3G26180.Araport11.447	7
14261	AT3G26190.Araport11.447	4
14262	AT3G26200.Araport11.447	5
14263	AT3G26210.Araport11.447	2196
14264	AT3G26220.Araport11.447	113
14265	AT3G26230.Araport11.447	1
14266	AT3G26235.Araport11.447	1
14267	AT3G26237.Araport11.447	1
14268	AT3G26240.Araport11.447	55
14269	AT3G26250.Araport11.447	0
14270	AT3G26270.Araport11.447	0
14271	AT3G26280.Araport11.447	2
14272	AT3G26290.Araport11.447	497
14273	AT3G26300.Araport11.447	587
14274	AT3G26310.Araport11.447	6
14275	AT3G26320.Araport11.447	1
14276	AT3G26330.Araport11.447	141
14277	AT3G26340.Araport11.447	1078
14278	AT3G26350.Araport11.447	32
14279	AT3G26355.Araport11.447	0
14280	AT3G26360.Araport11.447	905
14281	AT3G26370.Araport11.447	1274
14282	AT3G26380.Araport11.447	146
14283	AT3G26390.Araport11.447	3
14284	AT3G26395.Araport11.447	1296
14285	AT3G26400.Araport11.447	104
14286	AT3G26410.Araport11.447	742
14287	AT3G26430.Araport11.447	10
14288	AT3G26420.Araport11.447	2
14289	AT3G26440.Araport11.447	2398
14290	AT3G26445.Araport11.447	0
14291	AT3G26450.Araport11.447	0
14292	AT3G26460.Araport11.447	849
14293	AT3G26470.Araport11.447	1805
14294	AT3G26480.Araport11.447	34
14295	AT3G26490.Araport11.447	40
14296	AT3G26500.Araport11.447	794
14297	AT3G26510.Araport11.447	337
14298	AT3G26512.Araport11.447	0
14299	AT3G26520.Araport11.447	39325
14300	AT3G26539.Araport11.447	23
14301	AT3G26540.Araport11.447	27
14302	AT3G26550.Araport11.447	87
14303	AT3G26560.Araport11.447	879
14304	AT3G26570.Araport11.447	133
14305	AT3G26580.Araport11.447	343
14306	AT3G26590.Araport11.447	663
14307	AT3G26600.Araport11.447	227
14308	AT3G26610.Araport11.447	1099
14309	AT3G26616.Araport11.447	1
14310	AT3G26618.Araport11.447	1225
14311	AT3G26620.Araport11.447	0
14312	AT3G26630.Araport11.447	428
14313	AT3G26640.Araport11.447	1188
14314	AT3G26650.Araport11.447	814
14315	AT3G26660.Araport11.447	1
14316	AT3G26670.Araport11.447	751
14317	AT3G26680.Araport11.447	537
14318	AT3G26690.Araport11.447	1308
14319	AT3G26700.Araport11.447	980
14320	AT3G26710.Araport11.447	324
14321	AT3G26720.Araport11.447	3608
14322	AT3G26730.Araport11.447	765
14323	AT3G26740.Araport11.447	318
14324	AT3G26742.Araport11.447	2
14325	AT3G26744.Araport11.447	345
14326	AT3G26750.Araport11.447	130
14327	AT3G26760.Araport11.447	2001
14328	AT3G26770.Araport11.447	429
14329	AT3G26780.Araport11.447	3133
14330	AT3G26782.Araport11.447	102
14331	AT3G26790.Araport11.447	2
14332	AT3G26800.Araport11.447	6
14333	AT3G26810.Araport11.447	2274
14334	AT3G26820.Araport11.447	7
14335	AT3G26830.Araport11.447	1148
14336	AT3G26840.Araport11.447	48
14337	AT3G26850.Araport11.447	471
14338	AT3G26855.Araport11.447	1
14339	AT3G26860.Araport11.447	0
14340	AT3G26870.Araport11.447	0
14341	AT3G26880.Araport11.447	0
14342	AT3G26890.Araport11.447	597
14343	AT3G26900.Araport11.447	928
14344	AT3G26910.Araport11.447	497
14345	AT3G26920.Araport11.447	238
14346	AT3G26922.Araport11.447	169
14347	AT3G26930.Araport11.447	0
14348	AT3G26934.Araport11.447	3
14349	AT3G26932.Araport11.447	30
14350	AT3G26935.Araport11.447	1536
14351	AT3G26940.Araport11.447	5
14352	AT3G26950.Araport11.447	574
14353	AT3G26960.Araport11.447	6
14354	AT3G26980.Araport11.447	920
14355	AT3G26990.Araport11.447	425
14356	AT3G27000.Araport11.447	403
14357	AT3G27010.Araport11.447	438
14358	AT3G27020.Araport11.447	1401
14359	AT3G27025.Araport11.447	21
14360	AT3G27027.Araport11.447	224
14361	AT3G27030.Araport11.447	1500
14362	AT3G27040.Araport11.447	2
14363	AT3G27050.Araport11.447	681
14364	AT3G27060.Araport11.447	2414
14365	AT3G27070.Araport11.447	119
14366	AT3G27080.Araport11.447	1815
14367	AT3G27090.Araport11.447	4584
14368	AT3G27100.Araport11.447	1503
14369	AT3G27110.Araport11.447	359
14370	AT3G27120.Araport11.447	101
14371	AT3G27140.Araport11.447	3
14372	AT3G27150.Araport11.447	555
14373	AT3G27160.Araport11.447	523
14374	AT3G27170.Araport11.447	480
14375	AT3G27180.Araport11.447	162
14376	AT3G27185.Araport11.447	3
14377	AT3G27190.Araport11.447	1863
14378	AT3G27200.Araport11.447	1957
14379	AT3G27210.Araport11.447	1549
14380	AT3G27220.Araport11.447	217
14381	AT3G27230.Araport11.447	1507
14382	AT3G27240.Araport11.447	6102
14383	AT3G27250.Araport11.447	38
14384	AT3G27260.Araport11.447	777
14385	AT3G27270.Araport11.447	643
14386	AT3G27280.Araport11.447	345
14387	AT3G27290.Araport11.447	62
14388	AT3G27300.Araport11.447	947
14389	AT3G27310.Araport11.447	1913
14390	AT3G27320.Araport11.447	319
14391	AT3G27325.Araport11.447	725
14392	AT3G27329.Araport11.447	0
14393	AT3G27331.Araport11.447	3
14394	AT3G27330.Araport11.447	299
14395	AT3G27340.Araport11.447	870
14396	AT3G27350.Araport11.447	1297
14397	AT3G27355.Araport11.447	0
14398	AT3G27360.Araport11.447	1035
14399	AT3G27380.Araport11.447	12882
14400	AT3G27390.Araport11.447	1226
14401	AT3G27400.Araport11.447	6
14402	AT3G27410.Araport11.447	8
14403	AT3G27415.Araport11.447	3
14404	AT3G27416.Araport11.447	0
14405	AT3G27420.Araport11.447	421
14406	AT3G27425.Araport11.447	0
14407	AT3G27430.Araport11.447	3993
14408	AT3G27440.Araport11.447	20
14409	AT3G27460.Araport11.447	446
14410	AT3G27470.Araport11.447	525
14411	AT3G27473.Araport11.447	51
14412	AT3G27475.Araport11.447	46
14413	AT3G27480.Araport11.447	0
14414	AT3G27490.Araport11.447	114
14415	AT3G27495.Araport11.447	2
14416	AT3G27500.Araport11.447	136
14417	AT3G27503.Araport11.447	7
14418	AT3G27510.Araport11.447	33
14419	AT3G27520.Araport11.447	380
14420	AT3G27530.Araport11.447	974
14421	AT3G27540.Araport11.447	69
14422	AT3G27550.Araport11.447	240
14423	AT3G27560.Araport11.447	636
14424	AT3G27570.Araport11.447	1465
14425	AT3G27580.Araport11.447	214
14426	AT3G27590.Araport11.447	3
14427	AT3G27600.Araport11.447	3
14428	AT3G27610.Araport11.447	627
14429	AT3G27620.Araport11.447	3
14430	AT3G27630.Araport11.447	116
14431	AT3G27640.Araport11.447	198
14432	AT3G27650.Araport11.447	187
14433	AT3G27660.Araport11.447	9
14434	AT3G27670.Araport11.447	104
14435	AT3G27680.Araport11.447	0
14436	AT3G27690.Araport11.447	38
14437	AT3G27700.Araport11.447	402
14438	AT3G27710.Araport11.447	6
14439	AT3G27720.Araport11.447	1
14440	AT3G27730.Araport11.447	38
14441	AT3G27740.Araport11.447	1965
14442	AT3G27750.Araport11.447	161
14443	AT3G27770.Araport11.447	3325
14444	AT3G27785.Araport11.447	8
14445	AT3G27810.Araport11.447	1
14446	AT3G27809.Araport11.447	0
14447	AT3G27820.Araport11.447	2368
14448	AT3G27830.Araport11.447	1310
14449	AT3G27831.Araport11.447	0
14450	AT3G27835.Araport11.447	2
14451	AT3G27840.Araport11.447	0
14452	AT3G27850.Araport11.447	881
14453	AT3G27860.Araport11.447	3
14454	AT3G27870.Araport11.447	23
14455	AT3G27880.Araport11.447	280
14456	AT3G27890.Araport11.447	3403
14457	AT3G27900.Araport11.447	7
14458	AT3G27906.Araport11.447	616
14459	AT3G27910.Araport11.447	1
14460	AT3G27920.Araport11.447	2
14461	AT3G27925.Araport11.447	854
14462	AT3G27930.Araport11.447	365
14463	AT3G27940.Araport11.447	116
14464	AT3G27950.Araport11.447	264
14465	AT3G27960.Araport11.447	897
14466	AT3G27970.Araport11.447	3
14467	AT3G27980.Araport11.447	36
14468	AT3G27999.Araport11.447	0
14469	AT3G28007.Araport11.447	8
14470	AT3G28020.Araport11.447	1
14471	AT3G28030.Araport11.447	169
14472	AT3G28040.Araport11.447	157
14473	AT3G28050.Araport11.447	914
14474	AT3G28060.Araport11.447	0
14475	AT3G28070.Araport11.447	8
14476	AT3G28080.Araport11.447	10
14477	AT3G28100.Araport11.447	391
14478	AT3G28120.Araport11.447	3
14479	AT3G28130.Araport11.447	297
14480	AT3G28140.Araport11.447	257
14481	AT3G28150.Araport11.447	25
14482	AT3G28155.Araport11.447	11
14483	AT3G28170.Araport11.447	0
14484	AT3G28180.Araport11.447	633
14485	AT3G28190.Araport11.447	3
14486	AT3G28193.Araport11.447	0
14487	AT3G28200.Araport11.447	1374
14488	AT3G28210.Araport11.447	253
14489	AT3G28216.Araport11.447	0
14490	AT3G28220.Araport11.447	3
14491	AT3G28223.Araport11.447	1
14492	AT3G28230.Araport11.447	4
14493	AT3G28243.Araport11.447	2
14494	AT3G28250.Araport11.447	1
14495	AT3G28270.Araport11.447	1
14496	AT3G28280.Araport11.447	0
14497	AT3G28290.Araport11.447	0
14498	AT3G28291.Araport11.447	0
14499	AT3G28300.Araport11.447	0
14500	AT3G28310.Araport11.447	1
14501	AT3G28320.Araport11.447	3
14502	AT3G28330.Araport11.447	6
14503	AT3G28335.Araport11.447	2
14504	AT3G28340.Araport11.447	873
14505	AT3G28345.Araport11.447	1901
14506	AT3G28360.Araport11.447	5
14507	AT3G28370.Araport11.447	164
14508	AT3G28380.Araport11.447	12
14509	AT3G28390.Araport11.447	9
14510	AT3G28410.Araport11.447	0
14511	AT3G28415.Araport11.447	0
14512	AT3G28420.Araport11.447	26
14513	AT3G28430.Araport11.447	385
14514	AT3G28450.Araport11.447	762
14515	AT3G28455.Araport11.447	210
14516	AT3G28460.Araport11.447	89
14517	AT3G28470.Araport11.447	1
14518	AT3G28480.Araport11.447	1285
14519	AT3G28490.Araport11.447	0
14520	AT3G28500.Araport11.447	10
14521	AT3G28510.Araport11.447	25
14522	AT3G28520.Araport11.447	1
14523	AT3G28530.Araport11.447	0
14524	AT3G28540.Araport11.447	7
14525	AT3G28550.Araport11.447	16767
14526	AT3G28560.Araport11.447	5
14527	AT3G28570.Araport11.447	3
14528	AT3G28580.Araport11.447	4
14529	AT3G28590.Araport11.447	4
14530	AT3G28600.Araport11.447	7
14531	AT3G28610.Araport11.447	3
14532	AT3G28620.Araport11.447	15
14533	AT3G28630.Araport11.447	1
14534	AT3G28635.Araport11.447	8
14535	AT3G28640.Araport11.447	39
14536	AT3G28650.Araport11.447	104
14537	AT3G28660.Araport11.447	51
14538	AT3G28670.Araport11.447	1021
14539	AT3G28674.Araport11.447	0
14540	AT3G28680.Araport11.447	9
14541	AT3G28690.Araport11.447	838
14542	AT3G28700.Araport11.447	659
14543	AT3G28710.Araport11.447	8143
14544	AT3G28715.Araport11.447	2851
14545	AT3G28720.Araport11.447	952
14546	AT3G28730.Araport11.447	666
14547	AT3G28740.Araport11.447	16217
14548	AT3G28750.Araport11.447	18
14549	AT3G28760.Araport11.447	138
14550	AT3G28770.Araport11.447	41
14551	AT3G28780.Araport11.447	0
14552	AT3G28785.Araport11.447	1
14553	AT3G28790.Araport11.447	2
14554	AT3G28810.Araport11.447	6
14555	AT3G28820.Araport11.447	5
14556	AT3G28830.Araport11.447	13
14557	AT3G28840.Araport11.447	2
14558	AT3G28850.Araport11.447	134
14559	AT3G28853.Araport11.447	2
14560	AT3G28857.Araport11.447	12
14561	AT3G28860.Araport11.447	1349
14562	AT3G28870.Araport11.447	2
14563	AT3G28875.Araport11.447	13
14564	AT3G28880.Araport11.447	17
14565	AT3G28890.Araport11.447	5
14566	AT3G28900.Araport11.447	11684
14567	AT3G28899.Araport11.447	0
14568	AT3G28910.Araport11.447	850
14569	AT3G28917.Araport11.447	52
14570	AT3G28918.Araport11.447	0
14571	AT3G28920.Araport11.447	414
14572	AT3G28922.Araport11.447	1
14573	AT3G28925.Araport11.447	0
14574	AT3G28930.Araport11.447	292
14575	AT3G28940.Araport11.447	8938
14576	AT3G28950.Araport11.447	2109
14577	AT3G28956.Araport11.447	478
14578	AT3G28958.Araport11.447	5
14579	AT3G28960.Araport11.447	9
14580	AT3G28970.Araport11.447	620
14581	AT3G28980.Araport11.447	3
14582	AT3G28990.Araport11.447	8
14583	AT3G29000.Araport11.447	23
14584	AT3G29010.Araport11.447	241
14585	AT3G29020.Araport11.447	0
14586	AT3G29030.Araport11.447	11
14587	AT3G29033.Araport11.447	2
14588	AT3G29034.Araport11.447	2205
14589	AT3G29035.Araport11.447	2918
14590	AT3G29040.Araport11.447	2
14591	AT3G29050.Araport11.447	1
14592	AT3G29060.Araport11.447	8
14593	AT3G29070.Araport11.447	0
14594	AT3G29075.Araport11.447	1427
14595	AT3G29080.Araport11.447	5
14596	AT3G29090.Araport11.447	485
14597	AT3G29100.Araport11.447	158
14598	AT3G29110.Araport11.447	10
14599	AT3G29130.Araport11.447	641
14600	AT3G29140.Araport11.447	41
14601	AT3G29152.Araport11.447	0
14602	AT3G29160.Araport11.447	743
14603	AT3G29170.Araport11.447	1066
14604	AT3G29173.Araport11.447	65
14605	AT3G29180.Araport11.447	2182
14606	AT3G29185.Araport11.447	241
14607	AT3G29190.Araport11.447	5
14608	AT3G29200.Araport11.447	1949
14609	AT3G29230.Araport11.447	46
14610	AT3G29240.Araport11.447	959
14611	AT3G29250.Araport11.447	10316
14612	AT3G29255.Araport11.447	14
14613	AT3G29260.Araport11.447	3
14614	AT3G29270.Araport11.447	539
14615	AT3G29280.Araport11.447	346
14616	AT3G29290.Araport11.447	67
14617	AT3G29300.Araport11.447	54
14618	AT3G29305.Araport11.447	7
14619	AT3G29310.Araport11.447	689
14620	AT3G29320.Araport11.447	392
14621	AT3G29330.Araport11.447	128
14622	AT3G29340.Araport11.447	1
14623	AT3G29350.Araport11.447	1914
14624	AT3G29360.Araport11.447	5562
14625	AT3G29370.Araport11.447	245
14626	AT3G29375.Araport11.447	181
14627	AT3G29380.Araport11.447	4
14628	AT3G29385.Araport11.447	3
14629	AT3G29390.Araport11.447	639
14630	AT3G29400.Araport11.447	204
14631	AT3G29410.Araport11.447	25
14632	AT3G29430.Araport11.447	8
14633	AT3G29450.Araport11.447	2
14634	AT3G29455.Araport11.447	4
14635	AT3G29560.Araport11.447	2
14636	AT3G29570.Araport11.447	1
14637	AT3G29575.Araport11.447	1700
14638	AT3G29580.Araport11.447	24
14639	AT3G29590.Araport11.447	1
14640	AT3G29630.Araport11.447	289
14641	AT3G29633.Araport11.447	17
14642	AT3G29635.Araport11.447	59
14643	AT3G29636.Araport11.447	3
14644	AT3G29631.Araport11.447	6
14645	AT3G29637.Araport11.447	3
14646	AT3G29638.Araport11.447	4
14647	AT3G29639.Araport11.447	15
14648	AT3G29645.Araport11.447	0
14649	AT3G29670.Araport11.447	4
14650	AT3G29680.Araport11.447	89
14651	AT3G29690.Araport11.447	3
14652	AT3G29720.Araport11.447	0
14653	AT3G29740.Araport11.447	0
14654	AT3G29750.Araport11.447	0
14655	AT3G29760.Araport11.447	353
14656	AT3G29763.Araport11.447	0
14657	AT3G29765.Araport11.447	0
14658	AT3G29785.Araport11.447	0
14659	AT3G29770.Araport11.447	431
14660	AT3G29780.Araport11.447	845
14661	AT3G29790.Araport11.447	0
14662	AT3G29791.Araport11.447	2
14663	AT3G29796.Araport11.447	6
14664	AT3G29797.Araport11.447	3
14665	AT3G29800.Araport11.447	3
14666	AT3G29810.Araport11.447	255
14667	AT3G29830.Araport11.447	0
14668	AT3G29970.Araport11.447	1
14669	AT3G30160.Araport11.447	5
14670	AT3G30165.Araport11.447	2
14671	AT3G30180.Araport11.447	1014
14672	AT3G30200.Araport11.447	5
14673	AT3G30210.Araport11.447	2
14674	AT3G30220.Araport11.447	2
14675	AT3G30222.Araport11.447	1
14676	AT3G30230.Araport11.447	7
14677	AT3G30235.Araport11.447	0
14678	AT3G30247.Araport11.447	1
14679	AT3G30260.Araport11.447	6
14680	AT3G30280.Araport11.447	1
14681	AT3G30290.Araport11.447	3
14682	AT3G30300.Araport11.447	411
14683	AT3G30305.Araport11.447	4
14684	AT3G30320.Araport11.447	8
14685	AT3G30340.Araport11.447	2
14686	AT3G30350.Araport11.447	840
14687	AT3G30370.Araport11.447	0
14688	AT3G30380.Araport11.447	516
14689	AT3G30390.Araport11.447	4062
14690	AT3G30383.Araport11.447	1
14691	AT3G30385.Araport11.447	0
14692	AT3G30387.Araport11.447	0
14693	AT3G30430.Araport11.447	0
14694	AT3G30460.Araport11.447	14
14695	AT3G30520.Araport11.447	2
14696	AT3G30525.Araport11.447	3
14697	AT3G30530.Araport11.447	4
14698	AT3G30540.Araport11.447	1
14699	AT3G30580.Araport11.447	24
14700	AT3G30705.Araport11.447	0
14701	AT3G30720.Araport11.447	11
14702	AT3G30725.Araport11.447	3
14703	AT3G30730.Araport11.447	4
14704	AT3G30739.Araport11.447	6
14705	AT3G30770.Araport11.447	3
14706	AT3G30775.Araport11.447	5222
14707	AT3G30805.Araport11.447	0
14708	AT3G30820.Araport11.447	2
14709	AT3G30823.Araport11.447	2
14710	AT3G30840.Araport11.447	0
14711	AT3G30841.Araport11.447	201
14712	AT3G30842.Araport11.447	7
14713	AT3G30845.Araport11.447	0
14714	AT3G31350.Araport11.447	0
14715	AT3G31402.Araport11.447	0
14716	AT3G31430.Araport11.447	0
14717	AT3G31550.Araport11.447	2
14718	AT3G31560.Araport11.447	0
14719	AT3G31900.Araport11.447	1
14720	AT3G31910.Araport11.447	2
14721	AT3G31925.Araport11.447	0
14722	AT3G31950.Araport11.447	2
14723	AT3G32030.Araport11.447	97
14724	AT3G32040.Araport11.447	20
14725	AT3G32047.Araport11.447	23
14726	AT3G32050.Araport11.447	2
14727	AT3G32090.Araport11.447	0
14728	AT3G32130.Araport11.447	5
14729	AT3G32150.Araport11.447	1
14730	AT3G32160.Araport11.447	4
14731	AT3G32180.Araport11.447	0
14732	AT3G32190.Araport11.447	0
14733	AT3G32200.Araport11.447	0
14734	AT3G32260.Araport11.447	5
14735	AT3G32280.Araport11.447	1
14736	AT3G32330.Araport11.447	1
14737	AT3G32380.Araport11.447	0
14738	AT3G32400.Araport11.447	11
14739	AT3G32410.Araport11.447	1
14740	AT3G32420.Araport11.447	0
14741	AT3G32896.Araport11.447	1
14742	AT3G32904.Araport11.447	1
14743	AT3G32920.Araport11.447	3
14744	AT3G32930.Araport11.447	961
14745	AT3G32940.Araport11.447	452
14746	AT3G32960.Araport11.447	0
14747	AT3G32980.Araport11.447	10205
14748	AT3G33187.Araport11.447	0
14749	AT3G33293.Araport11.447	0
14750	AT3G33393.Araport11.447	0
14751	AT3G33494.Araport11.447	1
14752	AT3G33528.Araport11.447	28
14753	AT3G33530.Araport11.447	513
14754	AT3G33520.Araport11.447	360
14755	AT3G41762.Araport11.447	1169
14756	AT3G42050.Araport11.447	6628
14757	AT3G42060.Araport11.447	6
14758	AT3G42075.Araport11.447	0
14759	AT3G42130.Araport11.447	0
14760	AT3G42140.Araport11.447	3
14761	AT3G42148.Araport11.447	0
14762	AT3G42150.Araport11.447	913
14763	AT3G42153.Araport11.447	4
14764	AT3G42155.Araport11.447	1
14765	AT3G42160.Araport11.447	1
14766	AT3G42170.Araport11.447	1179
14767	AT3G42180.Araport11.447	525
14768	AT3G42310.Araport11.447	2
14769	AT3G42390.Araport11.447	2
14770	AT3G42473.Araport11.447	5
14771	AT3G42550.Araport11.447	0
14772	AT3G42560.Araport11.447	3
14773	AT3G42565.Araport11.447	1
14774	AT3G42570.Araport11.447	0
14775	AT3G42628.Araport11.447	0
14776	AT3G42630.Araport11.447	215
14777	AT3G42640.Araport11.447	45
14778	AT3G42660.Araport11.447	214
14779	AT3G42670.Araport11.447	104
14780	AT3G42723.Araport11.447	2
14781	AT3G42725.Araport11.447	10
14782	AT3G42770.Araport11.447	2
14783	AT3G42780.Araport11.447	1
14784	AT3G42786.Araport11.447	2
14785	AT3G42790.Araport11.447	5060
14786	AT3G29794.Araport11.447	1
14787	AT3G42800.Araport11.447	244
14788	AT3G42830.Araport11.447	1
14789	AT3G42850.Araport11.447	7
14790	AT3G42860.Araport11.447	112
14791	AT3G42870.Araport11.447	2
14792	AT3G42880.Araport11.447	3
14793	AT3G42940.Araport11.447	0
14794	AT3G42950.Araport11.447	510
14795	AT3G42960.Araport11.447	3
14796	AT3G42990.Araport11.447	2
14797	AT3G42995.Araport11.447	3
14798	AT3G43083.Araport11.447	0
14799	AT3G43110.Araport11.447	407
14800	AT3G43120.Araport11.447	3
14801	AT3G43148.Araport11.447	3
14802	AT3G43150.Araport11.447	4
14803	AT3G43153.Araport11.447	30
14804	AT3G43160.Araport11.447	3
14805	AT3G43170.Araport11.447	11
14806	AT3G43180.Araport11.447	0
14807	AT3G43190.Araport11.447	54
14808	AT3G43210.Araport11.447	222
14809	AT3G43220.Araport11.447	496
14810	AT3G43230.Araport11.447	1173
14811	AT3G43240.Araport11.447	420
14812	AT3G43250.Araport11.447	1
14813	AT3G43260.Araport11.447	2
14814	AT3G43270.Araport11.447	362
14815	AT3G43280.Araport11.447	0
14816	AT3G43290.Araport11.447	0
14817	AT3G43291.Araport11.447	0
14818	AT3G43300.Araport11.447	1566
14819	AT3G43340.Araport11.447	1
14820	AT3G43400.Araport11.447	5
14821	AT3G43410.Araport11.447	1
14822	AT3G43415.Araport11.447	0
14823	AT3G43420.Araport11.447	2
14824	AT3G43430.Araport11.447	288
14825	AT3G43432.Araport11.447	0
14826	AT3G43440.Araport11.447	1258
14827	AT3G43470.Araport11.447	3
14828	AT3G43480.Araport11.447	2
14829	AT3G43490.Araport11.447	5
14830	AT3G43500.Araport11.447	0
14831	AT3G43503.Araport11.447	0
14832	AT3G43505.Araport11.447	0
14833	AT3G43520.Araport11.447	1284
14834	AT3G43540.Araport11.447	335
14835	AT3G43550.Araport11.447	3
14836	AT3G43570.Araport11.447	0
14837	AT3G43572.Araport11.447	0
14838	AT3G43574.Araport11.447	0
14839	AT3G43580.Araport11.447	80
14840	AT3G43583.Araport11.447	1
14841	AT3G43590.Araport11.447	621
14842	AT3G43600.Araport11.447	360
14843	AT3G43610.Araport11.447	274
14844	AT3G43630.Araport11.447	7
14845	AT3G43645.Araport11.447	2
14846	AT3G43660.Araport11.447	0
14847	AT3G43670.Araport11.447	1112
14848	AT3G43682.Araport11.447	0
14849	AT3G43700.Araport11.447	388
14850	AT3G43710.Araport11.447	10
14851	AT3G43720.Araport11.447	352
14852	AT3G43740.Araport11.447	1358
14853	AT3G43750.Araport11.447	0
14854	AT3G43790.Araport11.447	164
14855	AT3G43800.Araport11.447	4076
14856	AT3G43810.Araport11.447	16005
14857	AT3G43833.Araport11.447	0
14858	AT3G43837.Araport11.447	0
14859	AT3G43840.Araport11.447	29
14860	AT3G43850.Araport11.447	129
14861	AT3G43860.Araport11.447	7
14862	AT3G43870.Araport11.447	0
14863	AT3G43880.Araport11.447	1
14864	AT3G43890.Araport11.447	75
14865	AT3G43910.Araport11.447	0
14866	AT3G43920.Araport11.447	44
14867	AT3G43930.Araport11.447	26
14868	AT3G43940.Araport11.447	9
14869	AT3G43950.Araport11.447	1
14870	AT3G43960.Araport11.447	674
14871	AT3G43970.Araport11.447	4
14872	AT3G43980.Araport11.447	3529
14873	AT3G43990.Araport11.447	13
14874	AT3G44006.Araport11.447	10
14875	AT3G44010.Araport11.447	24932
14876	AT3G44020.Araport11.447	74
14877	AT3G44050.Araport11.447	228
14878	AT3G44060.Araport11.447	0
14879	AT3G44070.Araport11.447	2
14880	AT3G44080.Araport11.447	4
14881	AT3G44090.Araport11.447	2
14882	AT3G44100.Araport11.447	1565
14883	AT3G44110.Araport11.447	9464
14884	AT3G44115.Araport11.447	1
14885	AT3G44120.Araport11.447	136
14886	AT3G44130.Araport11.447	1
14887	AT3G44140.Araport11.447	0
14888	AT3G44150.Araport11.447	883
14889	AT3G44160.Araport11.447	216
14890	AT3G44170.Araport11.447	0
14891	AT3G44180.Araport11.447	0
